condition,date,floors,price,view,waterfront,yr_built,yr_renovated,sqft_above,sqft_basement,sqft_living,sqft_lot,bathrooms,bedrooms,street,city,statezip,country
3,20140701T000000,1.0,459500.0,0,0,1929,,850,400,1250,3825,1.0,2,7031 18th Ave NW,Seattle,WA 98117,USA
3,20140701T000000,1.5,955500.0,0,0,1914,1993,2130,0,2130,5080,1.75,4,2572 5th Ave W,Seattle,WA 98119,USA
5,20140701T000000,1.0,328950.0,0,0,1978,,1300,1250,2550,8976,1.75,4,19254 121st Pl SE,Kent,WA 98031,USA
3,20140701T000000,1.5,307000.0,0,0,1927,,1150,0,1150,6000,1.0,3,227 W 2nd St,North Bend,WA 98045,USA
4,20140701T000000,1.0,382500.0,0,0,1967,,1040,0,1040,9000,1.75,3,425-445 Mt Defiance Cir SW,Issaquah,WA 98027,USA
3,20140701T000000,2.0,1150000.0,0,0,1996,,3340,0,3340,10422,2.5,4,10640 NE 46th St,Kirkland,WA 98033,USA
5,20140701T000000,2.0,1297000.0,0,0,1900,,2510,120,2630,9420,2.75,6,5529 Wallingford Ave N,Seattle,WA 98103,USA
3,20140701T000000,2.0,478000.0,0,0,1994,,1640,0,1640,3896,2.25,3,4235 250th Pl SE,Issaquah,WA 98029,USA
4,20140701T000000,1.0,260000.0,0,0,1948,,770,0,770,7906,1.0,2,834 NE 189th St,Shoreline,WA 98155,USA
3,20140701T000000,1.0,850000.0,0,0,2006,,2200,2150,4350,112750,3.25,4,6407 282nd Ave SE,Issaquah,WA 98027,USA
3,20140701T000000,1.0,616000.0,0,0,1957,,1700,0,1700,5846,1.75,4,4003 W Emerson St,Seattle,WA 98199,USA
3,20140701T000000,1.0,540000.0,0,0,1984,,1400,650,2050,9580,1.75,3,22607 NE 14th Dr,Sammamish,WA 98074,USA
3,20140701T000000,2.0,300000.0,0,0,2001,,1660,0,1660,5128,2.25,3,278th Ave NE,Duvall,WA 98019,USA
3,20140701T000000,1.0,507500.0,0,0,1977,,1190,800,1990,9594,1.75,3,15311 NE 62nd Ct,Redmond,WA 98052,USA
4,20140701T000000,1.0,3800000.0,2,0,1978,,4320,2730,7050,42840,5.5,5,1365 91st Ave NE,Clyde Hill,WA 98004,USA
3,20140701T000000,1.0,241000.0,0,0,1986,,1770,0,1770,7000,2.0,3,30027 58th Pl S,Auburn,WA 98001,USA
3,20140701T000000,2.0,485000.0,0,0,1991,,2090,350,2440,47916,2.25,3,3036 E Ames Lake Dr NE,Redmond,WA 98053,USA
3,20140701T000000,2.0,695000.0,0,0,1998,,2620,0,2620,51354,2.5,3,23337 NE 138th Way,Woodinville,WA 98077,USA
3,20140701T000000,2.0,548000.0,0,0,1994,,2440,0,2440,11005,2.5,4,12219 SE 80th Way,Newcastle,WA 98056,USA
3,20140701T000000,1.0,345000.0,0,0,1955,,1080,0,1080,7775,1.0,2,6439 Marshall Ave SW,Seattle,WA 98136,USA
4,20140701T000000,1.0,280000.0,0,0,1962,,1090,0,1090,10710,1.0,3,1048 Redmond Ave NE,Renton,WA 98056,USA
3,20140701T000000,1.0,450000.0,0,0,1963,,1400,0,1400,13775,1.75,3,6217 NE 156th St,Kenmore,WA 98028,USA
3,20140701T000000,2.0,515000.0,0,0,1994,,2010,0,2010,7200,2.5,3,8818 NE 150th St,Kenmore,WA 98028,USA
5,20140701T000000,1.5,1014250.0,0,0,1920,,1500,140,1640,12855,1.0,3,720 96th Ave NE,Bellevue,WA 98004,USA
3,20140701T000000,2.0,739900.0,0,0,2004,,3290,0,3290,5029,2.5,5,3602 212th Pl SE,Sammamish,WA 98075,USA
3,20140701T000000,2.0,600000.0,0,0,1990,,2510,0,2510,14878,2.5,2,17221 102nd Ave NE,Bothell,WA 98011,USA
3,20140701T000000,1.0,370000.0,0,0,1952,,860,0,860,6050,1.0,2,3818 53rd Ave SW,Seattle,WA 98116,USA
4,20140701T000000,1.0,729032.0,0,0,1977,,1780,1060,2840,12866,2.5,4,3200 130th Ave NE,Bellevue,WA 98005,USA
3,20140701T000000,2.0,510000.0,0,0,1934,1978,1750,0,1750,7020,1.75,3,30734 229th Pl SE,Black Diamond,WA 98010,USA
3,20140701T000000,1.0,425000.0,0,0,1964,,1300,0,1300,19163,1.5,3,14011 NE 71st Pl,Redmond,WA 98052,USA
3,20140701T000000,2.0,1080000.0,1,0,1967,2010,3260,630,3890,7216,2.75,3,5226 S Morgan St,Seattle,WA 98118,USA
3,20140701T000000,3.0,337000.0,0,0,2006,,1460,0,1460,941,2.25,3,11707 Greenwood Ave N,Seattle,WA 98133,USA
5,20140701T000000,1.5,563000.0,0,0,1911,,1410,0,1410,3376,1.0,4,621 NW 44th St,Seattle,WA 98107,USA
5,20140701T000000,2.0,1695000.0,2,0,1924,,3070,700,3770,10900,2.75,4,3333 S Plum St,Seattle,WA 98144,USA
5,20140701T000000,1.5,245000.0,0,0,1907,,1190,0,1190,4072,2.0,3,8301-8399 47th Ave S,Seattle,WA 98118,USA
4,20140701T000000,1.0,590000.0,0,0,1947,,910,500,1410,6413,2.0,3,7264 27th Ave NE,Seattle,WA 98115,USA
5,20140701T000000,1.5,695000.0,0,0,1922,,1680,820,2500,4080,2.0,3,922 N 72nd St,Seattle,WA 98103,USA
5,20140701T000000,1.0,402500.0,0,0,1946,,800,0,800,2280,1.0,2,4235 4th Ave NW,Seattle,WA 98107,USA
3,20140701T000000,2.0,435000.0,0,0,1993,,2530,0,2530,13446,2.5,3,28219 NE 149th Pl,Duvall,WA 98019,USA
3,20140701T000000,1.0,660000.0,0,0,1983,,1970,600,2570,28500,2.0,3,15031 NE 144th St,Redmond,WA 98052,USA
3,20140701T000000,1.0,300000.0,0,0,1987,,1340,750,2090,9620,2.75,3,36529 2nd Ave SW,Federal Way,WA 98023,USA
3,20140701T000000,1.0,600000.0,0,0,1960,,1580,1400,2980,7781,2.25,5,4531 NE 106th St,Seattle,WA 98125,USA
3,20140701T000000,1.0,205000.0,0,0,1981,,1170,0,1170,8239,1.75,3,26118 189th Ct SE,Covington,WA 98042,USA
3,20140701T000000,2.0,357500.0,0,0,2004,,2080,0,2080,5100,3.5,3,28121 Maple Ridge Way SE,Maple Valley,WA 98038,USA
4,20140701T000000,2.0,1110000.0,0,0,1997,,2510,840,3350,4000,3.25,5,4776 34th Ave NE,Seattle,WA 98105,USA
3,20140701T000000,2.0,332888.0,0,0,2007,,950,100,1050,1029,2.5,2,101-115 26th Ave,Seattle,WA 98122,USA
3,20140701T000000,1.0,174000.0,0,0,1979,,900,0,900,13531,1.0,2,102-1/2 5th Ave SW,Pacific,WA 98047,USA
5,20140701T000000,1.0,515000.0,0,0,1907,,1050,0,1050,5000,1.0,2,5609 9th Ave NW,Seattle,WA 98107,USA
3,20140701T000000,1.5,392000.0,0,0,1958,,2240,1500,3740,32481,2.25,5,22835 16th Ave S,Des Moines,WA 98198,USA
3,20140701T000000,2.0,485000.0,0,0,1900,,1430,0,1430,4096,1.75,4,216 20th Ave,Seattle,WA 98122,USA
4,20140701T000000,1.0,217500.0,0,0,1984,,1400,0,1400,9546,1.75,3,230 S 317th Pl,Federal Way,WA 98003,USA
4,20140701T000000,2.0,502000.0,0,0,1983,,1600,0,1600,45613,2.25,3,17120 166th Pl NE,Woodinville,WA 98072,USA
3,20140701T000000,2.0,820000.0,0,0,1989,,2880,0,2880,9750,2.25,3,16614 SE 50th Pl,Bellevue,WA 98006,USA
4,20140701T000000,2.0,1640000.0,3,0,1913,,2240,900,3140,5445,3.25,3,471 Wheeler St,Seattle,WA 98109,USA
3,20140701T000000,1.0,102500.0,0,0,1937,,820,0,820,4320,1.0,2,9852 20th Ave SW,Seattle,WA 98106,USA
3,20140701T000000,2.0,925000.0,2,0,2001,,5190,0,5190,12637,5.5,5,6525 Cascade Ave SE,Snoqualmie,WA 98065,USA
4,20140701T000000,1.0,540000.0,0,0,1968,,1180,1000,2180,10140,2.5,4,9003 172nd Ave NE,Redmond,WA 98052,USA
3,20140701T000000,1.5,600000.0,0,0,1900,,910,0,910,2002,1.0,2,100 20th Ave E,Seattle,WA 98112,USA
4,20140701T000000,1.5,406000.0,2,0,1928,,1580,0,1580,8475,1.0,4,10041 64th Ave S,Seattle,WA 98178,USA
5,20140701T000000,1.0,620000.0,0,0,1948,,1440,690,2130,6325,3.0,4,4002 50th Ave SW,Seattle,WA 98116,USA
3,20140701T000000,2.0,1060000.0,2,0,1990,,4570,0,4570,16015,2.5,4,1630 204th Pl NE,Sammamish,WA 98074,USA
3,20140701T000000,1.0,401000.0,0,0,1984,,1000,240,1240,11172,2.0,3,3027 230th Pl NE,Sammamish,WA 98074,USA
4,20140701T000000,2.0,725000.0,2,0,1959,,1860,0,1860,6000,1.75,3,3450 S King St,Seattle,WA 98144,USA
5,20140701T000000,1.0,276000.0,0,0,1923,,370,0,370,1801,0.75,1,2508 NW 67th St,Seattle,WA 98117,USA
3,20140701T000000,2.0,500000.0,0,0,1975,,2180,950,3130,12087,3.25,5,265 Almak Ct NW,Issaquah,WA 98027,USA
4,20140701T000000,1.0,375000.0,0,0,1977,,1800,730,2530,35150,1.75,3,16621 SE 235th St,Kent,WA 98042,USA
4,20140701T000000,2.0,2300000.0,2,0,1928,,3390,580,3970,9778,4.75,4,1323 Willard Ave W,Seattle,WA 98119,USA
4,20140701T000000,1.0,260000.0,0,0,1961,,1300,620,1920,9680,2.25,3,10904 SE 212th St,Kent,WA 98031,USA
4,20140701T000000,1.5,1565000.0,1,0,1918,1986,2130,840,2970,12750,2.75,4,9563 NE 1st St,Bellevue,WA 98004,USA
3,20140701T000000,2.0,431000.0,0,0,2001,,2300,0,2300,6087,2.5,4,2309 Aberdeen Ave NE,Renton,WA 98056,USA
3,20140701T000000,2.0,321000.0,0,0,2003,,1830,0,1830,9601,2.5,4,27619 245th Ave SE,Maple Valley,WA 98038,USA
4,20140701T000000,1.0,433000.0,0,0,1963,,1180,370,1550,5053,1.5,4,4702 S Juneau St,Seattle,WA 98118,USA
3,20140701T000000,2.0,920000.0,0,0,2005,,4080,0,4080,10666,3.5,4,8950 237th Pl NE,Redmond,WA 98053,USA
3,20140701T000000,2.0,482000.0,0,0,1989,,1710,0,1710,21485,2.25,3,1022 215th Ave NE,Sammamish,WA 98074,USA
3,20140701T000000,2.0,712000.0,0,0,2002,,2375,0,2375,4094,2.5,3,6248 189th Pl NE,Redmond,WA 98052,USA
4,20140701T000000,1.0,505000.0,0,0,1962,,1100,1100,2200,9778,2.75,4,12241 SE 62nd St,Bellevue,WA 98006,USA
3,20140701T000000,1.0,2367000.0,3,1,1930,1993,1840,1690,3530,17450,2.25,3,7436 E Mercer Way,Mercer Island,WA 98040,USA
4,20140701T000000,1.0,452000.0,0,0,1966,,1110,0,1110,9012,1.75,3,5321-5327 156th Dr NE,Redmond,WA 98052,USA
3,20140701T000000,1.5,581000.0,0,0,1921,,1630,0,1630,2566,1.0,4,1819-1827 25th Ave,Seattle,WA 98122,USA
4,20140701T000000,2.0,952500.0,0,0,1910,,2550,0,2550,5055,1.5,4,1901 25th Ave E,Seattle,WA 98112,USA
4,20140701T000000,2.0,808000.0,0,0,1987,,2500,0,2500,8866,2.25,4,14586 NE 58th St,Bellevue,WA 98007,USA
3,20140701T000000,1.0,476000.0,0,0,1945,2013,1590,1300,2890,6885,3.0,4,6516 43rd Ave NE,Seattle,WA 98115,USA
4,20140701T000000,1.5,535000.0,0,0,1945,,1420,0,1420,5000,1.75,4,3027 NW 67th St,Seattle,WA 98117,USA
5,20140701T000000,2.0,1356925.0,3,0,1937,,3170,1100,4270,5800,3.5,4,3017 42nd Ave W,Seattle,WA 98199,USA
3,20140701T000000,2.0,629800.0,0,0,2008,,2220,170,2390,1984,2.5,3,329 NE Eagle Way,Issaquah,WA 98029,USA
3,20140701T000000,2.0,417838.0,0,0,2014,,2530,0,2530,5048,2.5,4,27416 208th Ave SE,Maple Valley,WA 98038,USA
3,20140701T000000,2.0,399895.0,0,0,2014,,2701,0,2701,4500,2.5,4,5535 Elaine Ave SE,Auburn,WA 98092,USA
3,20140701T000000,2.0,825000.0,0,0,2003,,3990,0,3990,6637,2.75,4,9342 221st PI NE,Redmond,WA 98053,USA
3,20140701T000000,2.0,300000.0,0,0,2006,,2303,0,2303,3826,2.5,4,13328 SE 308 Ct,Auburn,WA 98092,USA
3,20140701T000000,3.0,640000.0,0,0,2007,,1540,0,1540,965,2.25,2,1816 11th Ave,Seattle,WA 98122,USA
3,20140701T000000,2.0,460000.0,0,0,2008,,940,510,1450,1053,2.5,3,1406B NW 64th St,Seattle,WA 98107,USA
3,20140701T000000,2.0,525000.0,0,0,2012,,1040,120,1160,1458,2.5,2,2067 Gilman Dr W,Seattle,WA 98119,USA
3,20140701T000000,2.0,499990.0,0,0,2013,,2910,0,2910,6334,2.75,4,1141 SE 11th St,North Bend,WA 98045,USA
3,20140701T000000,2.0,1020000.0,0,0,2008,,3770,0,3770,8501,3.5,4,104 6th St S,Kirkland,WA 98033,USA
3,20140702T000000,1.0,675000.0,0,0,1985,,1450,1450,2900,10300,2.25,5,14301-14399 SE 63rd St,Bellevue,WA 98006,USA
3,20140702T000000,1.0,512031.0,2,0,1920,,770,770,1540,3000,1.75,3,6528 3rd Ave NW,Seattle,WA 98117,USA
4,20140702T000000,1.0,310000.0,0,0,1918,,700,0,700,3000,1.0,2,929 N 77th St,Seattle,WA 98103,USA
3,20140702T000000,1.0,1075000.0,0,0,1970,,1680,1600,3280,10302,2.5,3,3842 NE 92nd St,Seattle,WA 98115,USA
3,20140702T000000,1.0,255000.0,0,0,1960,,1430,1000,2430,8960,2.0,4,8019 S 117th St,Seattle,WA 98178,USA
3,20140702T000000,2.0,435000.0,0,0,1993,,1900,0,1900,7984,2.5,3,Tolt Pipeline Trail,Bothell,WA 98011,USA
3,20140702T000000,1.0,453000.0,0,0,1983,,1260,400,1660,15050,2.0,3,13417 110th Pl NE,Kirkland,WA 98034,USA
4,20140702T000000,2.0,260000.0,0,0,1975,,1620,0,1620,7992,2.0,4,23109 125th Ave SE,Kent,WA 98031,USA
4,20140702T000000,1.0,659000.0,0,0,1951,,2090,0,2090,10800,2.0,4,3738 86th Ave SE,Mercer Island,WA 98040,USA
4,20140702T000000,1.0,223000.0,0,0,1991,,1110,0,1110,7231,2.0,3,22124 112th Pl SE,Kent,WA 98031,USA
3,20140702T000000,2.0,851000.0,0,0,1984,,2550,1210,3760,9792,3.25,5,4412 170th Ave SE,Bellevue,WA 98006,USA
4,20140702T000000,1.0,605000.0,0,0,1973,,1530,550,2080,12134,2.25,3,2408 178th Ave NE,Redmond,WA 98052,USA
3,20140702T000000,1.0,895000.0,0,0,1947,,1330,620,1950,5950,2.25,4,2220 5th Ave N,Seattle,WA 98109,USA
3,20140702T000000,1.0,519000.0,1,0,1950,1992,1470,1100,2570,13054,2.25,5,1316 SW 172nd St,Normandy Park,WA 98166,USA
3,20140702T000000,1.0,535000.0,0,0,1983,,1390,940,2330,12141,1.75,3,14506 NE 184th Pl,Woodinville,WA 98072,USA
3,20140702T000000,2.0,489000.0,0,0,1982,,3700,0,3700,10375,3.0,3,3309 S 194th St,SeaTac,WA 98188,USA
3,20140702T000000,1.0,250000.0,0,0,1965,,1520,400,1920,7738,2.25,3,249 S 163rd Pl,Burien,WA 98148,USA
3,20140702T000000,1.5,580000.0,0,0,1905,,1200,700,1900,3960,2.25,3,1121 27th Ave,Seattle,WA 98122,USA
4,20140702T000000,1.0,1038000.0,0,0,1967,,1440,0,1440,13296,1.75,4,10208 NE 26th St,Bellevue,WA 98004,USA
5,20140702T000000,1.0,605000.0,0,0,1961,,1520,1420,2940,48788,2.25,4,15611 72nd Ave NE,Kenmore,WA 98028,USA
3,20140702T000000,2.0,599950.0,0,0,2008,,1810,690,2500,3080,3.5,4,7928 150th Ct NE,Redmond,WA 98052,USA
3,20140702T000000,2.0,700000.0,0,0,1993,,2490,0,2490,23891,2.5,3,23203 NE 78th Way,Redmond,WA 98053,USA
4,20140702T000000,1.0,480000.0,0,0,1956,,1470,0,1470,10052,2.0,3,13341 12th Ave NE,Seattle,WA 98125,USA
3,20140702T000000,2.0,329950.0,0,0,2002,,2120,0,2120,4558,2.5,4,23834 SE 248th Pl,Maple Valley,WA 98038,USA
3,20140702T000000,1.0,250000.0,0,0,1984,,1200,0,1200,24805,1.75,3,10858 SE 200th St,Kent,WA 98031,USA
3,20140702T000000,2.0,345000.0,0,0,2002,,2450,0,2450,6994,2.5,5,11207 SE 272nd Pl,Kent,WA 98030,USA
3,20140702T000000,2.0,175000.0,0,0,1991,,1780,0,1780,6000,2.5,4,2401-2499 S 244th St,Des Moines,WA 98198,USA
3,20140702T000000,1.5,185000.0,0,0,1942,,1090,500,1590,6700,1.0,5,10626 12th Ave SW,Seattle,WA 98146,USA
4,20140702T000000,2.0,411000.0,0,0,1978,,2370,0,2370,76665,2.0,4,35516 44th Ave S,Auburn,WA 98001,USA
3,20140702T000000,2.0,690000.0,0,0,1922,,1760,0,1760,4000,1.5,3,2314 10th Ave E,Seattle,WA 98102,USA
4,20140702T000000,1.0,265000.0,0,0,1948,,1940,0,1940,8170,3.0,4,15022 25th Ave NE,Shoreline,WA 98155,USA
4,20140702T000000,1.5,720000.0,0,0,1990,,2180,1370,3550,12327,3.0,4,17325 102nd Ave NE,Bothell,WA 98011,USA
3,20140702T000000,2.0,256000.0,0,0,2002,,2050,0,2050,5787,2.5,4,1327 S 277th Pl,Des Moines,WA 98198,USA
3,20140702T000000,2.0,255000.0,0,0,2002,,1680,0,1680,3179,2.25,4,11631 SE 308th Pl,Auburn,WA 98092,USA
3,20140702T000000,2.0,540000.0,0,0,1994,,1320,0,1320,1800,2.25,3,3404 E Cherry St,Seattle,WA 98122,USA
3,20140702T000000,2.0,481015.0,0,0,1987,,1550,0,1550,5511,2.25,3,10600-10650 117th Pl NE,Kirkland,WA 98033,USA
5,20140702T000000,1.0,575000.0,0,0,1974,,1590,1090,2680,8625,1.75,3,100 Mt Si Pl NW,Issaquah,WA 98027,USA
3,20140702T000000,1.0,339950.0,0,0,1984,,1840,550,2390,34041,2.5,3,27622 195th Ave SE,Kent,WA 98042,USA
4,20140702T000000,2.0,475000.0,0,0,1963,,2040,0,2040,7260,2.5,4,15320 Corliss Pl N,Shoreline,WA 98133,USA
4,20140702T000000,2.5,732000.0,4,0,1977,,2020,650,2670,6517,3.75,3,3741 Belvidere Ave SW,Seattle,WA 98126,USA
4,20140702T000000,1.5,860000.0,0,0,1924,,1880,0,1880,3720,1.75,4,15 Raye St,Seattle,WA 98109,USA
4,20140702T000000,1.5,389000.0,0,0,1927,,1500,900,2400,7700,1.75,4,2148 N 115th St,Seattle,WA 98133,USA
4,20140702T000000,1.0,645000.0,0,0,1956,,1370,900,2270,11472,1.75,3,10514 14th Ave NW,Seattle,WA 98177,USA
5,20140702T000000,2.0,475000.0,0,0,1981,,1850,0,1850,5444,2.5,4,13617 135th Ave NE,Kirkland,WA 98034,USA
3,20140702T000000,1.0,550000.0,0,0,1987,,1430,730,2160,5005,2.75,4,9417 25th Ave NE,Seattle,WA 98115,USA
3,20140702T000000,1.0,305000.0,0,0,1968,,1360,800,2160,12960,1.0,2,14717 58th Ave S,Tukwila,WA 98168,USA
4,20140702T000000,1.5,782000.0,2,0,1906,,1320,250,1570,3600,1.5,2,1922 5th Ave W,Seattle,WA 98119,USA
4,20140702T000000,1.5,545000.0,0,0,1923,,1340,0,1340,7200,2.0,3,4714 54th Ave S,Seattle,WA 98118,USA
3,20140702T000000,2.0,394500.0,0,0,2004,,3002,0,3002,6042,2.5,4,11619 SE 200th St,Kent,WA 98031,USA
5,20140702T000000,1.0,600000.0,0,0,1965,,1110,1080,2190,9072,2.0,5,14314 NE 72nd St,Redmond,WA 98052,USA
4,20140702T000000,1.0,1300000.0,0,0,1966,,2610,0,2610,21600,1.75,4,1509 85th Ave NE,Clyde Hill,WA 98004,USA
3,20140702T000000,1.0,300000.0,0,0,1947,,1010,0,1010,11919,1.0,2,16036 6th Ave NE,Shoreline,WA 98155,USA
3,20140702T000000,2.0,330000.0,0,0,2003,,2105,0,2105,6093,2.5,4,27631-27699 145th Pl SE,Kent,WA 98042,USA
3,20140702T000000,1.5,723000.0,0,0,1928,,1630,800,2430,4748,2.25,4,1503 45th Ave SW,Seattle,WA 98116,USA
4,20140702T000000,1.0,2271150.0,0,0,1954,,4040,0,4040,18916,3.25,4,7623 Overlake Dr W,Medina,WA 98039,USA
3,20140702T000000,2.0,480000.0,0,0,1998,,2160,0,2160,7737,2.5,5,7001 Autumn Ave SE,Snoqualmie,WA 98065,USA
3,20140702T000000,1.0,496000.0,0,0,1946,,900,0,900,9260,1.0,2,219 NW 56th St,Seattle,WA 98107,USA
3,20140702T000000,3.0,625000.0,0,0,2006,,1540,280,1820,1641,3.0,3,10 W Etruria St,Seattle,WA 98119,USA
5,20140702T000000,1.0,475000.0,0,0,1962,,1050,1050,2100,13468,2.0,4,11719 33rd Pl NE,Seattle,WA 98125,USA
4,20140702T000000,2.0,275250.0,0,0,1992,,1520,0,1520,7199,2.25,3,23017 SE 281st Ct,Maple Valley,WA 98038,USA
4,20140702T000000,1.0,253000.0,0,0,1980,,940,370,1310,7128,1.0,2,11414 SE 230th Pl,Kent,WA 98031,USA
4,20140702T000000,1.0,630000.0,0,0,1979,,1410,780,2190,9880,2.5,4,11607 NE 103rd Pl,Kirkland,WA 98033,USA
5,20140702T000000,1.5,660500.0,0,0,1918,,1720,1230,2950,5500,2.5,5,2739 31st Ave S,Seattle,WA 98144,USA
3,20140702T000000,1.0,262000.0,0,0,1962,,1580,290,1870,7800,1.0,5,903 S 101st St,Seattle,WA 98168,USA
5,20140702T000000,2.0,2147500.0,4,0,1909,,3040,1620,4660,5500,3.5,3,2826 10th Ave E,Seattle,WA 98102,USA
3,20140702T000000,1.0,552000.0,0,0,1978,,1840,0,1840,9900,2.5,3,300 142nd Ave NE,Bellevue,WA 98007,USA
5,20140702T000000,2.0,1411600.0,4,0,1985,,2610,570,3180,9400,2.5,2,4631 Somerset Ave SE,Bellevue,WA 98006,USA
3,20140702T000000,1.0,736000.0,0,0,1933,,1100,400,1500,4000,1.0,2,2401-2599 Lorentz Pl N,Seattle,WA 98109,USA
3,20140702T000000,1.5,355000.0,0,0,1954,,1730,0,1730,7416,1.75,3,18010 N Park Pl N,Shoreline,WA 98133,USA
3,20140702T000000,1.0,305000.0,0,0,1962,,1010,570,1580,7424,1.0,3,12633 SE 158th St,Renton,WA 98058,USA
3,20140702T000000,2.0,484998.0,0,0,2014,,1540,0,1540,1870,2.5,4,2520 Mulberry Walk NE,Issaquah,WA 98029,USA
3,20140702T000000,2.0,1054690.0,0,0,2014,,2610,780,3390,3979,3.5,4,3906 W Briarcliff Ln,Seattle,WA 98199,USA
3,20140702T000000,2.0,334500.0,0,0,2005,,830,0,830,1858,1.5,2,2300 14th Ave S,Seattle,WA 98144,USA
3,20140702T000000,2.0,475000.0,0,0,2013,,2620,0,2620,6178,2.75,4,996 SE 12th St,North Bend,WA 98045,USA
3,20140702T000000,2.0,309780.0,0,0,2014,,2242,0,2242,4500,2.5,3,Bennett Ave SE,Auburn,WA 98092,USA
3,20140702T000000,2.0,795000.0,0,0,2005,,2890,0,2890,7798,2.5,4,15941 SE Cougar Mountain Way,Bellevue,WA 98006,USA
3,20140702T000000,2.0,274500.0,0,0,2010,,1450,0,1450,4050,2.25,3,26133 242nd Ave SE,Maple Valley,WA 98038,USA
3,20140702T000000,2.0,265050.0,0,0,2008,,800,0,800,2119,1.5,2,5257 23rd Ave SW,Seattle,WA 98106,USA
3,20140702T000000,2.0,567500.0,0,0,2006,,1880,400,2280,2502,2.5,3,561 Mountain View Ln NW,Issaquah,WA 98027,USA
3,20140702T000000,2.0,915000.0,0,0,2013,,3120,730,3850,62726,4.5,3,21101-21199 NE 78th St,Redmond,WA 98053,USA
3,20140703T000000,2.0,285000.0,0,0,1995,,2270,0,2270,6300,2.5,5,12840 SE 307th Pl,Auburn,WA 98092,USA
3,20140703T000000,2.0,445838.0,0,0,2000,,2250,0,2250,5692,2.5,3,10010 37th Ave SW,Seattle,WA 98146,USA
4,20140703T000000,1.0,304900.0,0,0,1969,,1610,990,2600,11325,1.75,4,23030 100th Ave SE,Kent,WA 98031,USA
5,20140703T000000,2.0,940000.0,0,0,1968,,2490,0,2490,9525,2.0,4,4558 91st Ave SE,Mercer Island,WA 98040,USA
4,20140703T000000,2.0,1127000.0,0,0,1995,,3160,0,3160,8281,2.5,4,709 7th St S,Kirkland,WA 98033,USA
3,20140703T000000,2.0,835000.0,0,0,2005,,4930,0,4930,25714,4.25,4,32805 145th Pl SE,Auburn,WA 98092,USA
3,20140703T000000,1.0,290000.0,0,0,1967,,1440,0,1440,11250,1.0,3,1901 Shattuck Ave S,Renton,WA 98055,USA
4,20140703T000000,1.0,250000.0,0,0,1959,,1770,0,1770,8868,1.75,3,1201-1215 O St NE,Auburn,WA 98002,USA
3,20140703T000000,2.0,342000.0,0,0,2001,,2300,0,2300,6448,2.5,4,24612 102nd Pl SE,Kent,WA 98030,USA
3,20140703T000000,2.0,1012000.0,0,0,1989,,2980,0,2980,16263,2.5,4,6410 141st Ave SE,Bellevue,WA 98006,USA
4,20140703T000000,1.0,400000.0,0,0,1963,,1300,930,2230,7200,2.25,4,2357 N 187th St,Shoreline,WA 98133,USA
3,20140703T000000,1.0,312500.0,0,0,1950,2008,930,900,1830,7969,1.75,3,306 S 15th St,Renton,WA 98055,USA
4,20140703T000000,1.0,267000.0,0,0,1962,,1020,720,1740,10875,1.0,3,4035 S 150th St,Tukwila,WA 98188,USA
3,20140703T000000,1.0,575000.0,0,0,1955,,1410,120,1530,6743,1.75,3,4931 SW Forney St,Seattle,WA 98116,USA
4,20140703T000000,1.0,810000.0,0,0,1954,,1520,0,1520,9041,1.5,3,9530 NE 5th St,Bellevue,WA 98004,USA
5,20140703T000000,2.0,850000.0,2,0,1945,,2430,800,3230,5000,2.5,3,2431 NW Neptune Pl,Seattle,WA 98117,USA
3,20140703T000000,2.0,1015000.0,0,0,2005,,2730,890,3620,4000,3.25,3,3505 W McGraw St,Seattle,WA 98199,USA
3,20140703T000000,2.0,1100000.0,0,0,2000,,5070,0,5070,60123,3.75,4,5725 251st Ct NE,Redmond,WA 98053,USA
3,20140703T000000,1.0,240000.0,0,0,1960,,1570,0,1570,8750,1.75,3,17820 1st Avenue South,Burien,WA 98148,USA
4,20140703T000000,1.0,198000.0,0,0,1966,,1050,1030,2080,7200,1.75,4,4114 S 294th St,Auburn,WA 98001,USA
4,20140703T000000,1.0,565000.0,0,0,1969,,1430,800,2230,8624,2.5,4,14021 NE 62nd St,Redmond,WA 98052,USA
3,20140703T000000,2.0,1195000.0,0,0,1952,2005,2540,880,3420,18129,3.0,5,7657-7801 E Mercer Way,Mercer Island,WA 98040,USA
3,20140703T000000,1.0,340000.0,0,0,1977,,1470,1320,2790,6695,2.75,8,17512 Corliss Ave N,Shoreline,WA 98133,USA
3,20140703T000000,2.0,815000.0,0,0,2002,,3150,0,3150,4203,2.5,4,9714 132nd Ave NE,Kirkland,WA 98033,USA
3,20140703T000000,2.0,1875000.0,0,0,2006,,3930,0,3930,10929,3.25,4,10924 NE 18th Pl,Bellevue,WA 98004,USA
5,20140703T000000,2.0,588000.0,0,0,1940,,1490,700,2190,4900,3.0,5,8314 Jones Ave NW,Seattle,WA 98117,USA
3,20140703T000000,2.0,280500.0,0,0,1997,,1890,0,1890,6962,2.5,4,30021 114th Way SE,Auburn,WA 98092,USA
3,20140703T000000,1.0,390000.0,0,0,2004,,1900,0,1900,76877,2.0,4,17116 SE Covington Sawyer Rd,Kent,WA 98042,USA
